0,0,37,66,0,0,0,12,0,0,0,14,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,82,0,0,67,0,0,0,0,58,5,0,0,0,14,96,0,0,0,0,0,0,0,88,0,0,66,0,0,1,0,55,5,0,35,0,0,0,0,0,48,0,0,0,0,0,0,0,75,0,0,0,0,0,80,0,0,0,0,0,0,0,4,0,0,0,0,0,0,24,1,55,73,6,53,0,0,51,0,21,0,0,69,0,0,0,0,0,0,0,87,75,0,56,0,0,0,0,0,0,80,11,0,59,0,0,0,0,0,0,52,0,0,47,0,0,0,0,34,18,0,0,49,0,74,0,20,10,0,19,0,0,0,0,30,0,0,58,0,0,0,0,0,0,74,0,0,0,0,17,55,0,0,56,0,76,0,36,12,0,68,75,0,0,0,0,28,34,0,0,0,22,0,34,0,0,2,0,3,99,0,0,79,0,55,0,0,0,0,1,0,0,37,0,20,0,0,0,0,0,78,43,0,0,0,0,0,69,0,76,0,0,76,34,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,78,0,0,22,68,0,0,0,0,4,0,53,0,0,0,56,0,73,28,0,0,0,58,0,65,72,0,0,1,0
44,0,18,0,75,18,63,0,67,0,0,0,75,92,98,0,51,0,0,23,0,61,69,45,0,90,14,0,0,0,0,0,0,0,0,49,0,0,0,22,0,0,0,0,0,1,73,0,0,0,38,0,0,0,0,0,0,39,100,62,0,0,0,41,0,28,0,0,84,48,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,60,0,36,0,0,47,0,0,0,0,44,0,0,0,0,28,0,76,0,0,0,0,0,61,0,0,0,0,0,0,0,0,74,30,57,0,0,0,57,51,0,0,93,0,0,39,0,0,76,0,0,13,100,0,90,60,3,0,0,76,0,0,0,0,98,0,80,0,86,45,0,70,81,0,0,100,85,0,0,0,71,0,0,16,0,0,18,1,0,63,0,0,0,73,0,0,63,83,0,0,0,77,0,0,0,0,0,0,0,0,7,0,0,0,0,0,70,0,12,4,1,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,29,5,71,53,0,78,0,0,0,0,0,71,0,0,0,0,0,23,0,0,45,0,0,9,0,0,43,7,90,0,43,0,0,0,0,14,0,89,0,16,0,0,0,0,0,0,35,0,0,0,0,0,0,57,78,0,92,0,0,0,0,0,47,29,0,0,0,0,66,46,0,0,0,0,0,28
0,0,0,0,0,0,0,0,59,0,77,0,0,0,0,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,83,72,0,65,0,0,0,0,0,0,0,0,90,0,60,0,0,39,0,0,48,0,0,0,0,0,0,0,0,21,0,0,0,50,0,0,0,0,86,0,0,0,0,0,0,0,0,35,97,0,0,0,0,0,0,20,0,0,0,0,45,0,0,0,0,0,82,66,0,0,0,0,0,7,0,34,0,0,0,0,0,0,81,0,0,0,0,0,23,0,91,0,100,0,0,0,58,0,0,59,55,0,0,60,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,69,0,10,0,0,8,0,93,0,0,0,37,12,0,0,0,74,37,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,72,66,0,0,0,0,2,0,0,0,0,30,0,25,0,76,0,0,0,42,29,0,0,0,16,61,30,28,0,77,40,0,56,17,33,0,0,0,94,0,6,0,29,0,69,33,17,0,0,0,0,90,17,0,0,88,32,0,63,0,0,33,64,0,0,66,0,40,0,83,87,0,33,0,0,0,0,0,0,0,0,0
0,60,61,0,0,36,0,0,54,0,0,87,0,0,0,24,18,0,7,28,0,0,0,97,0,42,42,31,0,0,0,0,0,78,0,0,0,0,0,21,70,0,2,0,0,57,0,0,72,0,0,0,0,0,0,0,0,63,73,52,6,0,55,0,48,0,0,0,45,0,49,0,0,0,0,0,0,13,0,0,53,0,0,0,0,0,46,84,0,65,0,0,0,39,8,0,0,0,8,92,0,0,0,0,0,0,1,0,0,57,42,0,26,0,73,0,90,0,0,0,0,0,0,0,0,0,0,32,0,0,80,0,0,16,0,76,0,0,0,28,0,32,0,0,0,0,0,0,0,46,95,0,83,0,74,0,0,0,0,22,0,0,29,16,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,41,0,0,0,0,83,0,0,0,0,0,14,67,0,0,0,0,95,0,22,0,0,0,0,13,71,62,0,47,0,0,0,0,36,0,92,0,49,0,0,59,0,100,16,0,0,0,0,0,0,0,3,0,37,0,0,99,0,0,0,0,0,0,0,0,95,0,33,0,0,0,0,0,0,10,0,0,0,99,0,84,0,0,61,0,0,0,0,0,72,0,0,0,70,35,0,0,0,40,0,82,93,45,0,12,0,0,0,0,0
5,0,0,37,0,0,29,49,0,77,76,0,0,0,0,0,33,0,0,0,41,0,46,0,0,0,12,0,0,0,0,0,0,0,0,0,0,82,89,75,0,0,4,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,34,0,0,67,0,63,76,0,0,0,0,0,0,76,40,100,96,0,0,0,72,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,84,0,0,0,93,94,0,0,0,0,0,0,0,0,31,30,0,0,0,0,46,0,0,0,79,0,91,76,0,85,0,97,68,38,0,0,0,0,0,0,40,0,0,99,84,0,0,0,0,0,0,0,0,87,99,0,0,0,0,0,0,60,54,74,0,0,0,0,0,14,0,0,60,0,59,0,36,0,0,0,34,66,10,0,10,0,0,0,0,0,0,0,0,60,0,0,0,0,57,0,0,0,21,0,0,0,86,0,0,37,0,0,0,96,92,51,67,0,13,0,0,83,30,0,44,0,0,0,0,0,0,40,0,0,0,0,0,53,0,0,0,0,59,0,0,0,0,78,0,66,0,0,0,0,0,94,0,0,0,0,0,60,0,25,0,28,0,0,0,0,0,55,100,44,1,0,0,10,0,43,0,17,0,0,0,97,0,0,0,0,0,99,58,0,0,0,27,0,2,0
0,0,76,0,49,0,0,0,0,0,0,99,0,0,78,52,0,0,69,0,0,82,0,0,0,0,82,95,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,83,23,0,5,0,0,30,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,42,69,0,0,0,43,0,0,26,55,63,0,0,0,0,23,0,0,0,0,0,99,0,0,0,0,0,0,93,0,0,0,50,0,0,0,0,0,0,0,0,28,0,0,0,0,82,82,0,0,0,0,96,0,0,0,0,0,59,0,35,43,32,0,0,0,56,0,0,0,0,0,73,91,0,4,0,0,6,0,0,0,28,0,0,43,0,0,0,0,0,0,0,33,0,24,0,0,0,4,67,43,0,0,0,0,0,0,0,0,0,0,0,100,0,0,95,0,0,0,0,16,0,40,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,47,79,0,0,0,0,0,60,62,0,0,0,0,0,0,0,0,0,0,0,12,0,0,58,0,0,0,30,87,0,15,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,75,0,100,0,0,0,44,24,0,0,0,8,0,0,0,0,9,0,0,95,78,0,0,0,0,15,0,0,40,0,0,0
0,0,77,0,59,37,0,0,0,15,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,23,0,3,0,0,0,0,0,53,0,0,40,0,0,0,0,96,74,64,0,0,0,0,0,90,0,32,0,0,3,0,0,0,0,17,0,0,0,70,68,0,13,0,73,80,0,0,0,0,63,0,0,0,0,97,14,55,0,34,0,85,0,0,0,0,31,0,0,98,0,0,0,0,0,64,21,65,0,0,0,0,0,0,0,0,0,0,0,0,25,98,0,0,0,4,0,0,0,27,0,0,11,0,70,47,68,0,44,0,31,83,0,0,69,91,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,80,0,60,0,15,16,56,0,0,0,80,64,0,0,0,0,0,67,0,0,0,0,16,0,0,0,0,0,71,0,31,0,44,45,51,92,0,0,0,0,22,60,0,0,0,0,0,0,0,0,18,0,54,0,0,0,24,0,0,33,0,0,34,37,0,0,0,0,0,63,0,46,0,0,0,0,0,0,0,13,0,35,45,0,0,0,0,0,0,16,0,35,0,98,0,68,56,42,0,0,38,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,55,29,95,95,0,0,0,0,0
0,99,0,81,0,4,0,0,90,0,0,0,0,27,0,0,0,0,0,29,0,11,0,0,0,0,0,5,0,0,0,24,61,25,44,59,0,17,81,0,62,27,61,0,0,0,0,0,0,0,0,46,96,0,16,0,0,71,0,85,64,0,88,0,0,0,0,72,0,0,46,28,59,76,11,0,0,0,0,25,0,45,100,52,0,0,0,0,0,57,0,86,18,67,0,0,22,51,63,0,0,0,29,25,51,0,0,0,0,0,21,0,0,0,51,0,3,0,54,0,0,27,0,0,0,0,0,0,81,0,73,0,0,30,0,0,0,57,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,45,69,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,52,0,0,0,21,0,0,0,0,0,0,0,0,0,57,0,82,0,0,0,49,0,0,0,0,57,42,0,0,0,0,0,15,0,0,18,18,0,65,0,37,0,0,0,0,0,0,0,76,0,7,0,0,0,67,0,0,5,0,0,86,31,0,85,35,0,0,0,0,52,0,41,10,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,81,0,42,55,0,0,94,0,0,0,0,56,0,48,80,0,0,44
0,76,62,0,72,67,0,0,0,0,0,82,0,0,0,0,0,43,0,19,0,0,24,0,0,0,0,0,0,0,0,0,25,0,65,0,0,0,0,0,75,0,0,0,0,98,0,0,72,33,0,0,0,0,85,0,14,0,0,0,0,0,41,35,70,0,77,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,2,0,0,0,49,0,0,0,0,0,0,0,21,0,39,0,79,0,0,0,0,0,90,78,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,63,0,0,38,4,0,0,17,0,0,93,70,0,0,0,41,25,0,37,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,12,0,0,82,0,0,0,0,0,27,29,16,0,0,0,90,0,11,0,0,0,0,98,0,0,61,0,0,0,0,0,68,0,0,0,35,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,40,22,6,0,2,62,0,0,0,0,95,0,0,0,0,0,0,35,0,0,22,90,17,0,0,0,0,51,13,0,0,0,62,67,64,0,0,0,0,93,54,55,0,22,0,0,0,0,24,0,0,0,0,0,50,0,0,0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,86,11,29
0,0,0,1,0,0,0,0,0,0,0,0,91,43,0,68,0,0,0,0,0,0,0,0,2,0,47,0,0,93,0,0,0,65,0,0,85,0,0,7,0,0,0,0,0,94,0,0,0,0,0,0,0,8,0,0,0,38,0,81,0,0,0,0,0,98,0,32,40,0,0,35,0,0,0,0,0,0,0,0,0,13,0,0,53,0,0,0,47,0,0,0,100,0,0,0,0,88,18,0,10,0,0,0,0,100,0,92,0,0,72,0,40,75,0,35,65,24,0,62,0,0,0,19,0,0,2,0,0,0,0,0,0,0,25,0,0,17,0,0,8,0,0,89,45,53,38,0,49,0,0,0,0,0,17,72,0,97,0,0,0,2,78,0,0,95,0,0,0,0,22,0,57,56,0,0,0,0,17,69,23,0,8,12,0,77,0,83,0,0,0,0,0,0,49,0,0,0,63,0,81,0,81,0,0,84,0,79,0,0,0,0,64,53,0,15,63,25,99,8,0,62,14,54,0,0,0,76,58,0,0,0,0,0,0,0,0,73,0,0,0,64,78,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,95,0,0,0,0,0,100,16,0,82,9,0,62,0,0,0,0,0,0,0,0,0,85,0,0,0,1,0,0,0,76,0,69,0,0,0,0,12,33
